order_id,order_date,order_status,store_name,customer_name,state,product_name,category_name,brand_name,quantity,list_price,discount,line_total,current_stock
770,09-03-2017,4,Rowlett Bikes,Dorthey Jackson,TX,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Trek,1,2299.99,0.2,1839.992,9
770,09-03-2017,4,Rowlett Bikes,Dorthey Jackson,TX,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Sun Bicycles,1,551.99,0.2,441.592,10
770,09-03-2017,4,Rowlett Bikes,Dorthey Jackson,TX,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,2,1680.99,0.05,3193.881,30
771,11-03-2017,4,Santa Cruz Bikes,Jennette Baker,CA,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.2,431.984,13
771,11-03-2017,4,Santa Cruz Bikes,Jennette Baker,CA,Trek Precaliber 12 Girls - 2017,Children Bicycles,Trek,1,189.99,0.2,151.992,7
772,11-03-2017,4,Baldwin Bikes,Janella Bright,NY,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Sun Bicycles,1,551.99,0.07,513.3507,1
773,11-03-2017,4,Baldwin Bikes,Kenton Hughes,NY,Haro Shredder 20 - 2017,Children Bicycles,Haro,1,209.99,0.1,188.991,22
773,11-03-2017,4,Baldwin Bikes,Kenton Hughes,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.05,256.4905,18
773,11-03-2017,4,Baldwin Bikes,Kenton Hughes,NY,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,429,0.2,686.4,3
773,11-03-2017,4,Baldwin Bikes,Kenton Hughes,NY,Surly Wednesday Frameset - 2017,Mountain Bikes,Surly,2,469.99,0.07,874.1814,8
774,12-03-2017,4,Baldwin Bikes,Yevette Elliott,NY,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Sun Bicycles,1,346.99,0.05,329.6405,16
774,12-03-2017,4,Baldwin Bikes,Yevette Elliott,NY,Surly Troll Frameset - 2017,Mountain Bikes,Surly,2,832.99,0.05,1582.681,15
774,12-03-2017,4,Baldwin Bikes,Yevette Elliott,NY,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,1,599.99,0.2,479.992,20
774,12-03-2017,4,Baldwin Bikes,Yevette Elliott,NY,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Sun Bicycles,1,749.99,0.05,712.4905,20
774,12-03-2017,4,Baldwin Bikes,Yevette Elliott,NY,Trek Madone 9.2 - 2017,Road Bikes,Trek,2,4999.99,0.1,8999.982,15
775,12-03-2017,4,Baldwin Bikes,Jonna Brown,NY,Trek Stache 5 - 2017,Mountain Bikes,Trek,1,1499.99,0.07,1394.9907,28
776,13-03-2017,4,Baldwin Bikes,Yu Mcdonald,NY,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Surly,1,2499.99,0.2,1999.992,25
776,13-03-2017,4,Baldwin Bikes,Yu Mcdonald,NY,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Trek,2,2299.99,0.2,3679.984,16
776,13-03-2017,4,Baldwin Bikes,Yu Mcdonald,NY,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Sun Bicycles,1,416.99,0.1,375.291,30
776,13-03-2017,4,Baldwin Bikes,Yu Mcdonald,NY,Sun Bicycles Spider 3i - 2017,Mountain Bikes,Sun Bicycles,1,832.99,0.1,749.691,25
777,13-03-2017,4,Baldwin Bikes,Shu Mays,NY,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.2,1056.792,1
777,13-03-2017,4,Baldwin Bikes,Shu Mays,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.2,6399.984,8
777,13-03-2017,4,Baldwin Bikes,Shu Mays,NY,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.2,599.992,16
778,15-03-2017,3,Rowlett Bikes,Lolita Mosley,TX,Electra Townie Original 7D - 2017,Cruisers Bicycles,Electra,1,489.99,0.1,440.991,22
778,15-03-2017,3,Rowlett Bikes,Lolita Mosley,TX,Haro Downtown 16 - 2017,Children Bicycles,Haro,1,329.99,0.05,313.4905,15
779,15-03-2017,4,Baldwin Bikes,Blanca Hooper,NY,Electra Townie 7D (20-inch) - Boys' - 2017,Children Bicycles,Electra,1,339.99,0.05,322.9905,4
779,15-03-2017,4,Baldwin Bikes,Blanca Hooper,NY,Trek Precaliber 16 Girls - 2017,Children Bicycles,Trek,2,209.99,0.2,335.984,26
779,15-03-2017,4,Baldwin Bikes,Blanca Hooper,NY,Trek Remedy 9.8 - 2017,Mountain Bikes,Trek,1,5299.99,0.2,4239.992,0
779,15-03-2017,4,Baldwin Bikes,Blanca Hooper,NY,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1,1799.99,0.2,1439.992,1
779,15-03-2017,4,Baldwin Bikes,Blanca Hooper,NY,Haro Downtown 16 - 2017,Children Bicycles,Haro,1,329.99,0.2,263.992,6
780,15-03-2017,4,Baldwin Bikes,Joni Lee,NY,Trek Farley Alloy Frameset - 2017,Mountain Bikes,Trek,1,469.99,0.1,422.991,13
781,15-03-2017,4,Baldwin Bikes,Carita Salinas,NY,Sun Bicycles Cruz 7 - Women's - 2017,Comfort Bicycles,Sun Bicycles,2,416.99,0.05,792.281,25
781,15-03-2017,4,Baldwin Bikes,Carita Salinas,NY,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,2,3999.99,0.2,6399.984,8
781,15-03-2017,4,Baldwin Bikes,Carita Salinas,NY,Trek Emonda S 5 - 2017,Road Bikes,Trek,2,1999.99,0.1,3599.982,27
782,15-03-2017,4,Baldwin Bikes,Trudy Riddle,NY,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,2,599.99,0.07,1115.9814,20
782,15-03-2017,4,Baldwin Bikes,Trudy Riddle,NY,Trek Emonda S 5 - 2017,Road Bikes,Trek,1,1999.99,0.07,1859.9907,27
782,15-03-2017,4,Baldwin Bikes,Trudy Riddle,NY,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Children Bicycles,Electra,1,299.99,0.07,278.9907,24
782,15-03-2017,4,Baldwin Bikes,Trudy Riddle,NY,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,959.984,20
783,16-03-2017,4,Santa Cruz Bikes,Jama Rodriquez,CA,Haro Shredder 20 - 2017,Children Bicycles,Haro,1,209.99,0.2,167.992,0
783,16-03-2017,4,Santa Cruz Bikes,Jama Rodriquez,CA,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.05,512.981,29
783,16-03-2017,4,Santa Cruz Bikes,Jama Rodriquez,CA,Haro Shredder Pro 20 - 2017,Children Bicycles,Haro,1,249.99,0.05,237.4905,6
783,16-03-2017,4,Santa Cruz Bikes,Jama Rodriquez,CA,Trek X-Caliber 8 - 2017,Mountain Bikes,Trek,1,999.99,0.1,899.991,13
784,16-03-2017,4,Baldwin Bikes,Kandi Mcneil,NY,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.07,251.0907,0
784,16-03-2017,4,Baldwin Bikes,Kandi Mcneil,NY,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Sun Bicycles,2,619.99,0.1,1115.982,1
784,16-03-2017,4,Baldwin Bikes,Kandi Mcneil,NY,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.2,479.992,20
785,18-03-2017,4,Santa Cruz Bikes,Donette Mccarthy,CA,Trek Domane S 5 Disc - 2017,Road Bikes,Trek,2,2599.99,0.2,4159.984,22
785,18-03-2017,4,Santa Cruz Bikes,Donette Mccarthy,CA,Trek Fuel EX 9.8 29 - 2017,Mountain Bikes,Trek,1,4999.99,0.07,4649.9907,24
785,18-03-2017,4,Santa Cruz Bikes,Donette Mccarthy,CA,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.07,464.9907,10
786,18-03-2017,4,Baldwin Bikes,Magda Eaton,NY,Sun Bicycles Brickell Tandem CB - 2017,Cruisers Bicycles,Sun Bicycles,1,761.99,0.05,723.8905,27
787,18-03-2017,4,Rowlett Bikes,Collene Knox,TX,Trek Silque SLR 8 Women's - 2017,Road Bikes,Trek,2,6499.99,0.07,12089.9814,2
787,18-03-2017,4,Rowlett Bikes,Collene Knox,TX,Sun Bicycles Revolutions 24 - 2017,Cruisers Bicycles,Sun Bicycles,2,250.99,0.1,451.782,3
788,18-03-2017,4,Rowlett Bikes,Nestor Haynes,TX,Trek Emonda S 4 - 2017,Road Bikes,Trek,1,1499.99,0.2,1199.992,2
788,18-03-2017,4,Rowlett Bikes,Nestor Haynes,TX,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,449,0.1,404.1,24
788,18-03-2017,4,Rowlett Bikes,Nestor Haynes,TX,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,1,269.99,0.05,256.4905,19
789,19-03-2017,4,Baldwin Bikes,Latricia Lindsey,NY,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Electra,2,489.99,0.2,783.984,12
789,19-03-2017,4,Baldwin Bikes,Latricia Lindsey,NY,Haro Shredder 20 Girls - 2017,Children Bicycles,Haro,2,209.99,0.07,390.5814,22
790,19-03-2017,4,Baldwin Bikes,Nichelle Rosario,NY,Trek Boone 7 - 2017,Cyclocross Bicycles,Trek,2,3499.99,0.07,6509.9814,4
790,19-03-2017,4,Baldwin Bikes,Nichelle Rosario,NY,Trek Precaliber 24 (21-Speed) - Girls - 2017,Children Bicycles,Trek,1,349.99,0.1,314.991,0
791,20-03-2017,4,Baldwin Bikes,Julius Holt,NY,Trek Domane SL Disc Frameset - 2017,Road Bikes,Trek,1,3199.99,0.2,2559.992,6
791,20-03-2017,4,Baldwin Bikes,Julius Holt,NY,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.07,929.9814,18
792,22-03-2017,4,Baldwin Bikes,Gertha Mejia,NY,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,959.984,20
792,22-03-2017,4,Baldwin Bikes,Gertha Mejia,NY,Trek Stache 5 - 2017,Mountain Bikes,Trek,1,1499.99,0.2,1199.992,28
792,22-03-2017,4,Baldwin Bikes,Gertha Mejia,NY,Trek Domane SLR 6 Disc - 2017,Road Bikes,Trek,1,5499.99,0.2,4399.992,20
792,22-03-2017,4,Baldwin Bikes,Gertha Mejia,NY,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Surly,1,999.99,0.05,949.9905,17
792,22-03-2017,4,Baldwin Bikes,Gertha Mejia,NY,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.2,599.992,16
793,23-03-2017,4,Baldwin Bikes,Florencio Davenport,NY,Sun Bicycles ElectroLite - 2017,Electric Bikes,Sun Bicycles,1,1559.99,0.05,1481.9905,1
793,23-03-2017,4,Baldwin Bikes,Florencio Davenport,NY,"Electra Girl's Hawaii 1 16"" - 2017",Children Bicycles,Electra,2,299.99,0.05,569.981,10
793,23-03-2017,4,Baldwin Bikes,Florencio Davenport,NY,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Electra,2,599.99,0.05,1139.981,11
794,23-03-2017,4,Baldwin Bikes,Shonta Preston,NY,Haro Shift R3 - 2017,Mountain Bikes,Haro,2,1469.99,0.05,2792.981,6
794,23-03-2017,4,Baldwin Bikes,Shonta Preston,NY,Sun Bicycles Cruz 3 - 2017,Cruisers Bicycles,Sun Bicycles,1,449.99,0.2,359.992,23
794,23-03-2017,4,Baldwin Bikes,Shonta Preston,NY,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,429,0.07,398.97,3
794,23-03-2017,4,Baldwin Bikes,Shonta Preston,NY,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Surly,1,2499.99,0.1,2249.991,25
795,23-03-2017,4,Baldwin Bikes,Chere Alston,NY,"Electra Girl's Hawaii 1 16"" - 2017",Children Bicycles,Electra,2,299.99,0.05,569.981,10
795,23-03-2017,4,Baldwin Bikes,Chere Alston,NY,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Children Bicycles,Electra,2,299.99,0.05,569.981,24
796,23-03-2017,4,Rowlett Bikes,Jenise Preston,TX,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.2,751.984,27
797,24-03-2017,4,Baldwin Bikes,Candelaria Coffey,NY,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1,1680.99,0.07,1563.3207,21
797,24-03-2017,4,Baldwin Bikes,Candelaria Coffey,NY,Sun Bicycles Cruz 7 - 2017,Cruisers Bicycles,Sun Bicycles,1,416.99,0.05,396.1405,22
797,24-03-2017,4,Baldwin Bikes,Candelaria Coffey,NY,Electra Cruiser Lux 1 - 2017,Cruisers Bicycles,Electra,1,439.99,0.1,395.991,23
797,24-03-2017,4,Baldwin Bikes,Candelaria Coffey,NY,Trek Domane SL Disc Frameset - 2017,Road Bikes,Trek,2,3199.99,0.05,6079.981,6
797,24-03-2017,4,Baldwin Bikes,Candelaria Coffey,NY,Trek Boone 7 - 2017,Cyclocross Bicycles,Trek,2,3499.99,0.1,6299.982,4
798,26-03-2017,4,Santa Cruz Bikes,Ana Palmer,CA,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.1,269.991,9
798,26-03-2017,4,Santa Cruz Bikes,Ana Palmer,CA,Trek Precaliber 16 Girls - 2017,Children Bicycles,Trek,1,209.99,0.05,199.4905,4
798,26-03-2017,4,Santa Cruz Bikes,Ana Palmer,CA,Trek Precaliber 24 (21-Speed) - Girls - 2017,Children Bicycles,Trek,2,349.99,0.07,650.9814,8
798,26-03-2017,4,Santa Cruz Bikes,Ana Palmer,CA,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Trek,1,2299.99,0.2,1839.992,0
798,26-03-2017,4,Santa Cruz Bikes,Ana Palmer,CA,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.05,1139.981,16
799,27-03-2017,4,Santa Cruz Bikes,Paul Lester,CA,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.1,2377.782,22
799,27-03-2017,4,Santa Cruz Bikes,Paul Lester,CA,Trek Session DH 27.5 Carbon Frameset - 2017,Mountain Bikes,Trek,2,469.99,0.05,892.981,2
799,27-03-2017,4,Santa Cruz Bikes,Paul Lester,CA,Trek X-Caliber 8 - 2017,Mountain Bikes,Trek,2,999.99,0.07,1859.9814,13
799,27-03-2017,4,Santa Cruz Bikes,Paul Lester,CA,Trek Boone Race Shop Limited - 2017,Cyclocross Bicycles,Trek,1,3499.99,0.1,3149.991,4
799,27-03-2017,4,Santa Cruz Bikes,Paul Lester,CA,Trek Madone 9.2 - 2017,Road Bikes,Trek,2,4999.99,0.07,9299.9814,1
800,27-03-2017,4,Baldwin Bikes,Conchita Boone,NY,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Sun Bicycles,2,346.99,0.1,624.582,16
800,27-03-2017,4,Baldwin Bikes,Conchita Boone,NY,Trek Domane SL Disc Frameset - 2017,Road Bikes,Trek,1,3199.99,0.07,2975.9907,6
800,27-03-2017,4,Baldwin Bikes,Conchita Boone,NY,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.05,892.981,11
800,27-03-2017,4,Baldwin Bikes,Conchita Boone,NY,Surly Steamroller - 2017,Road Bikes,Surly,1,875.99,0.1,788.391,23
800,27-03-2017,4,Baldwin Bikes,Conchita Boone,NY,"Electra Girl's Hawaii 1 16"" - 2017",Children Bicycles,Electra,2,299.99,0.05,569.981,10
801,28-03-2017,4,Santa Cruz Bikes,Chi Goff,CA,Electra Townie 7D (20-inch) - Boys' - 2017,Children Bicycles,Electra,1,339.99,0.07,316.1907,17
802,28-03-2017,4,Baldwin Bikes,Yanira Bradshaw,NY,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Surly,1,999.99,0.05,949.9905,17
802,28-03-2017,4,Baldwin Bikes,Yanira Bradshaw,NY,Surly Troll Frameset - 2017,Mountain Bikes,Surly,2,832.99,0.2,1332.784,15
802,28-03-2017,4,Baldwin Bikes,Yanira Bradshaw,NY,Trek Fuel EX 9.8 29 - 2017,Mountain Bikes,Trek,1,4999.99,0.1,4499.991,15
802,28-03-2017,4,Baldwin Bikes,Yanira Bradshaw,NY,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Surly,1,2499.99,0.05,2374.9905,25
803,28-03-2017,4,Rowlett Bikes,Armando Black,TX,Sun Bicycles Drifter 7 - Women's - 2017,Comfort Bicycles,Sun Bicycles,1,470.99,0.07,438.0207,29
803,28-03-2017,4,Rowlett Bikes,Armando Black,TX,Surly Steamroller - 2017,Road Bikes,Surly,2,875.99,0.05,1664.381,8
803,28-03-2017,4,Rowlett Bikes,Armando Black,TX,Electra Townie Original 7D - 2017,Comfort Bicycles,Electra,1,489.99,0.07,455.6907,22
803,28-03-2017,4,Rowlett Bikes,Armando Black,TX,Trek Boy's Kickster - 2015/2017,Children Bicycles,Trek,2,149.99,0.05,284.981,23
804,29-03-2017,4,Baldwin Bikes,Letitia Franco,NY,Trek Precaliber 16 Boys - 2017,Children Bicycles,Trek,2,209.99,0.2,335.984,8
804,29-03-2017,4,Baldwin Bikes,Letitia Franco,NY,Surly Ogre Frameset - 2017,Road Bikes,Surly,1,749.99,0.07,697.4907,19
804,29-03-2017,4,Baldwin Bikes,Letitia Franco,NY,Trek Silque SLR 7 Women's - 2017,Road Bikes,Trek,2,5999.99,0.05,11399.981,7
805,29-03-2017,4,Baldwin Bikes,Vince Schneider,NY,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.05,522.4905,16
805,29-03-2017,4,Baldwin Bikes,Vince Schneider,NY,Surly Wednesday Frameset - 2017,Mountain Bikes,Surly,2,469.99,0.2,751.984,8
805,29-03-2017,4,Baldwin Bikes,Vince Schneider,NY,Trek Boone 7 - 2017,Cyclocross Bicycles,Trek,2,3499.99,0.2,5599.984,4
805,29-03-2017,4,Baldwin Bikes,Vince Schneider,NY,Trek Farley Alloy Frameset - 2017,Mountain Bikes,Trek,1,469.99,0.07,437.0907,13
805,29-03-2017,4,Baldwin Bikes,Vince Schneider,NY,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,2,469.99,0.05,892.981,11
806,30-03-2017,4,Baldwin Bikes,Winfred Harris,NY,Haro Shredder 20 Girls - 2017,Children Bicycles,Haro,2,209.99,0.1,377.982,22
806,30-03-2017,4,Baldwin Bikes,Winfred Harris,NY,Electra Savannah 3i (20-inch) - Girl's - 2017,Children Bicycles,Electra,1,349.99,0.2,279.992,15
806,30-03-2017,4,Baldwin Bikes,Winfred Harris,NY,Electra Glam Punk 3i Ladies' - 2017,Cruisers Bicycles,Electra,2,799.99,0.1,1439.982,25
806,30-03-2017,4,Baldwin Bikes,Winfred Harris,NY,Electra Amsterdam Original 3i Ladies' - 2017,Cruisers Bicycles,Electra,2,659.99,0.2,1055.984,4
806,30-03-2017,4,Baldwin Bikes,Winfred Harris,NY,Trek Precaliber 24 (21-Speed) - Girls - 2017,Children Bicycles,Trek,2,349.99,0.07,650.9814,0
807,30-03-2017,4,Baldwin Bikes,Lenore Valdez,NY,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,2,269.99,0.2,431.984,16
807,30-03-2017,4,Baldwin Bikes,Lenore Valdez,NY,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.07,437.0907,11
807,30-03-2017,4,Baldwin Bikes,Lenore Valdez,NY,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,2,999.99,0.07,1859.9814,28
807,30-03-2017,4,Baldwin Bikes,Lenore Valdez,NY,Trek Conduit+ - 2016,Electric Bikes,Trek,2,2999.99,0.2,4799.984,17
807,30-03-2017,4,Baldwin Bikes,Lenore Valdez,NY,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,1,599.99,0.2,479.992,20
808,31-03-2017,4,Baldwin Bikes,Justina Jenkins,NY,Electra Moto 3i (20-inch) - Boy's - 2017,Children Bicycles,Electra,2,349.99,0.05,664.981,22
808,31-03-2017,4,Baldwin Bikes,Justina Jenkins,NY,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449,0.05,426.55,13
808,31-03-2017,4,Baldwin Bikes,Justina Jenkins,NY,Haro Downtown 16 - 2017,Children Bicycles,Haro,1,329.99,0.05,313.4905,6
808,31-03-2017,4,Baldwin Bikes,Justina Jenkins,NY,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,449,0.05,853.1,15
809,31-03-2017,4,Baldwin Bikes,Geraldine O'donnell,NY,Sun Bicycles Biscayne Tandem CB - 2017,Cruisers Bicycles,Sun Bicycles,1,647.99,0.1,583.191,4
809,31-03-2017,4,Baldwin Bikes,Geraldine O'donnell,NY,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,1,599.99,0.2,479.992,2
809,31-03-2017,4,Baldwin Bikes,Geraldine O'donnell,NY,Haro Shredder 20 - 2017,Children Bicycles,Haro,2,209.99,0.1,377.982,22
810,01-04-2017,3,Rowlett Bikes,Laraine Robbins,TX,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Sun Bicycles,2,551.99,0.05,1048.781,10
810,01-04-2017,3,Rowlett Bikes,Laraine Robbins,TX,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Electra,1,489.99,0.2,391.992,28
810,01-04-2017,3,Rowlett Bikes,Laraine Robbins,TX,Trek Domane SLR 6 Disc - 2017,Road Bikes,Trek,1,5499.99,0.05,5224.9905,19
810,01-04-2017,3,Rowlett Bikes,Laraine Robbins,TX,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,1,269.99,0.2,215.992,20
811,01-04-2017,4,Baldwin Bikes,Larraine Horn,NY,Haro SR 1.2 - 2017,Mountain Bikes,Haro,2,869.99,0.07,1618.1814,13
811,01-04-2017,4,Baldwin Bikes,Larraine Horn,NY,Trek Domane SL Disc Frameset - 2017,Road Bikes,Trek,1,3199.99,0.2,2559.992,6
811,01-04-2017,4,Baldwin Bikes,Larraine Horn,NY,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Electra,1,659.99,0.07,613.7907,6
811,01-04-2017,4,Baldwin Bikes,Larraine Horn,NY,Sun Bicycles Revolutions 24 - 2017,Cruisers Bicycles,Sun Bicycles,1,250.99,0.1,225.891,22
812,01-04-2017,4,Baldwin Bikes,Patrina Tanner,NY,"Electra Girl's Hawaii 1 16"" - 2017",Cruisers Bicycles,Electra,2,299.99,0.1,539.982,20
812,01-04-2017,4,Baldwin Bikes,Patrina Tanner,NY,Trek Fuel EX 9.8 29 - 2017,Mountain Bikes,Trek,1,4999.99,0.2,3999.992,15
813,01-04-2017,4,Rowlett Bikes,Georgeann Rojas,TX,Electra Moto 3i (20-inch) - Boy's - 2017,Children Bicycles,Electra,2,349.99,0.1,629.982,1
813,01-04-2017,4,Rowlett Bikes,Georgeann Rojas,TX,Haro Downtown 16 - 2017,Children Bicycles,Haro,2,329.99,0.2,527.984,15
813,01-04-2017,4,Rowlett Bikes,Georgeann Rojas,TX,Surly Wednesday Frameset - 2017,Mountain Bikes,Surly,2,469.99,0.2,751.984,14
813,01-04-2017,4,Rowlett Bikes,Georgeann Rojas,TX,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.07,1115.9814,27
813,01-04-2017,4,Rowlett Bikes,Georgeann Rojas,TX,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Sun Bicycles,2,416.99,0.05,792.281,13
814,02-04-2017,4,Baldwin Bikes,Evelina Byrd,NY,Sun Bicycles Cruz 7 - 2017,Cruisers Bicycles,Sun Bicycles,2,416.99,0.1,750.582,22
814,02-04-2017,4,Baldwin Bikes,Evelina Byrd,NY,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Electra,1,489.99,0.1,440.991,12
814,02-04-2017,4,Baldwin Bikes,Evelina Byrd,NY,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Sun Bicycles,1,346.99,0.2,277.592,16
814,02-04-2017,4,Baldwin Bikes,Evelina Byrd,NY,Trek Boy's Kickster - 2015/2017,Children Bicycles,Trek,2,149.99,0.05,284.981,21
815,03-04-2017,4,Santa Cruz Bikes,Nanette Roman,CA,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Sun Bicycles,2,533.99,0.2,854.384,7
815,03-04-2017,4,Santa Cruz Bikes,Nanette Roman,CA,Electra Townie Original 7D - 2017,Comfort Bicycles,Electra,2,489.99,0.2,783.984,9
815,03-04-2017,4,Santa Cruz Bikes,Nanette Roman,CA,Trek Precaliber 12 Boys - 2017,Children Bicycles,Trek,2,189.99,0.1,341.982,27
815,03-04-2017,4,Santa Cruz Bikes,Nanette Roman,CA,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,1,299.99,0.07,278.9907,9
816,03-04-2017,4,Baldwin Bikes,Shanti Johnston,NY,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Electra,2,599.99,0.1,1079.982,11
816,03-04-2017,4,Baldwin Bikes,Shanti Johnston,NY,Electra Townie Original 7D - 2017,Cruisers Bicycles,Electra,2,489.99,0.2,783.984,30
817,04-04-2017,4,Baldwin Bikes,Annett Garrett,NY,Haro Downtown 16 - 2017,Children Bicycles,Haro,1,329.99,0.05,313.4905,6
817,04-04-2017,4,Baldwin Bikes,Annett Garrett,NY,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Sun Bicycles,2,533.99,0.07,993.2214,3
817,04-04-2017,4,Baldwin Bikes,Annett Garrett,NY,Trek Emonda S 4 - 2017,Road Bikes,Trek,2,1499.99,0.05,2849.981,20
818,04-04-2017,4,Baldwin Bikes,Claris Santiago,NY,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Sun Bicycles,1,551.99,0.05,524.3905,1
818,04-04-2017,4,Baldwin Bikes,Claris Santiago,NY,Haro SR 1.1 - 2017,Mountain Bikes,Haro,2,539.99,0.07,1004.3814,24
818,04-04-2017,4,Baldwin Bikes,Claris Santiago,NY,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,2,449,0.05,853.1,15
818,04-04-2017,4,Baldwin Bikes,Claris Santiago,NY,Trek Emonda S 4 - 2017,Road Bikes,Trek,2,1499.99,0.05,2849.981,20
819,04-04-2017,4,Rowlett Bikes,Clementine Mooney,TX,Haro Shredder Pro 20 - 2017,Children Bicycles,Haro,1,249.99,0.2,199.992,15
820,05-04-2017,4,Baldwin Bikes,Carola Mcpherson,NY,Sun Bicycles Cruz 7 - 2017,Comfort Bicycles,Sun Bicycles,1,416.99,0.05,396.1405,29
821,05-04-2017,4,Baldwin Bikes,Agustina Lawrence,NY,Electra Townie Original 7D - 2017,Comfort Bicycles,Electra,1,489.99,0.07,455.6907,12
821,05-04-2017,4,Baldwin Bikes,Agustina Lawrence,NY,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Electra,2,659.99,0.2,1055.984,6
